Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A20001_001,SE_A20001_002,SE_A20001_003,SE_A20001_004,SE_A20001_005,PCT_SE_A20001_002,PCT_SE_A20001_003,PCT_SE_A20001_004,PCT_SE_A20001_005,SE_A20002_002,SE_A20002_003,SE_A20002_004,SE_A20002_005,SE_A20002_006,SE_A20002_007,SE_A20002_008,SE_A20002_009,SE_A20002_010,SE_A20002_011,SE_A20002_012,SE_A20002_013,SE_A20002_014,SE_A20002_015,SE_A20002_016,SE_A20002_017,SE_A20002_018,SE_A20002_019,SE_A20002_020,SE_A20002_021,SE_A20002_022,SE_A20002_023,SE_A20002_024,SE_A20002_025,SE_A20002_026,PCT_SE_A20002_003,PCT_SE_A20002_004,PCT_SE_A20002_005,PCT_SE_A20002_006,PCT_SE_A20002_008,PCT_SE_A20002_009,PCT_SE_A20002_010,PCT_SE_A20002_011,PCT_SE_A20002_013,PCT_SE_A20002_014,PCT_SE_A20002_015,PCT_SE_A20002_016,PCT_SE_A20002_018,PCT_SE_A20002_019,PCT_SE_A20002_020,PCT_SE_A20002_021,PCT_SE_A20002_023,PCT_SE_A20002_024,PCT_SE_A20002_025,PCT_SE_A20002_026
"06075031302","Census Tract 313.02, San Francisco County, California","ACSSF","ca","140","00","0010052",,,,,"06","075",,,"031302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075031302","Census Tract 313.02",,,,5503,371,5132,1620,3968,6.74,93.26,29.44,72.11,690,62,628,281,347,575,47,528,45,483,1083,91,992,130,862,2233,96,2137,364,1839,922,75,847,800,437,8.99,91.01,40.72,50.29,8.17,91.83,7.83,84,8.4,91.6,12,79.59,4.3,95.7,16.3,82.36,8.13,91.87,86.77,47.4
"06075031401","Census Tract 314.01, San Francisco County, California","ACSSF","ca","140","00","0010053",,,,,"06","075",,,"031401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075031401","Census Tract 314.01",,,,2378,140,2238,1030,1495,5.89,94.11,43.31,62.87,457,0,457,210,254,128,8,120,15,105,435,19,416,92,324,883,113,770,238,600,475,0,475,475,212,0,100,45.95,55.58,6.25,93.75,11.72,82.03,4.37,95.63,21.15,74.48,12.8,87.2,26.95,67.95,0,100,100,44.63
"06075031402","Census Tract 314.02, San Francisco County, California","ACSSF","ca","140","00","0010054",,,,,"06","075",,,"031402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075031402","Census Tract 314.02",,,,4781,156,4625,1208,3861,3.26,96.74,25.27,80.76,953,22,931,152,810,314,0,314,46,274,553,22,531,59,472,2341,101,2240,342,1998,620,11,609,609,307,2.31,97.69,15.95,84.99,0,100,14.65,87.26,3.98,96.02,10.67,85.35,4.31,95.69,14.61,85.35,1.77,98.23,98.23,49.52
"06075032601","Census Tract 326.01, San Francisco County, California","ACSSF","ca","140","00","0010055",,,,,"06","075",,,"032601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075032601","Census Tract 326.01",,,,4874,87,4787,1958,3735,1.78,98.22,40.17,76.63,670,0,670,174,524,460,8,452,161,365,1002,60,942,161,797,2012,19,1993,786,1524,730,0,730,676,525,0,100,25.97,78.21,1.74,98.26,35,79.35,5.99,94.01,16.07,79.54,0.94,99.06,39.07,75.75,0,100,92.6,71.92
"06075032602","Census Tract 326.02, San Francisco County, California","ACSSF","ca","140","00","0010056",,,,,"06","075",,,"032602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075032602","Census Tract 326.02",,,,4505,193,4312,1088,3622,4.28,95.72,24.15,80.4,651,21,630,72,570,365,25,340,12,332,841,57,784,76,708,1860,90,1770,258,1571,788,0,788,670,441,3.23,96.77,11.06,87.56,6.85,93.15,3.29,90.96,6.78,93.22,9.04,84.19,4.84,95.16,13.87,84.46,0,100,85.03,55.96
"06075032700","Census Tract 327, San Francisco County, California","ACSSF","ca","140","00","0010057",,,,,"06","075",,,"032700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075032700","Census Tract 327",,,,6932,124,6808,1865,5730,1.79,98.21,26.9,82.66,929,13,916,53,863,463,18,445,54,391,795,14,781,38,757,3039,79,2960,225,2769,1706,0,1706,1495,950,1.4,98.6,5.71,92.9,3.89,96.11,11.66,84.45,1.76,98.24,4.78,95.22,2.6,97.4,7.4,91.12,0,100,87.63,55.69
"06075032801","Census Tract 328.01, San Francisco County, California","ACSSF","ca","140","00","0010058",,,,,"06","075",,,"032801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075032801","Census Tract 328.01",,,,3920,109,3811,1337,2843,2.78,97.22,34.11,72.53,583,12,571,37,534,332,0,332,11,321,693,82,611,85,526,1426,15,1411,363,1079,886,0,886,841,383,2.06,97.94,6.35,91.6,0,100,3.31,96.69,11.83,88.17,12.27,75.9,1.05,98.95,25.46,75.67,0,100,94.92,43.23
"06075032802","Census Tract 328.02, San Francisco County, California","ACSSF","ca","140","00","0010059",,,,,"06","075",,,"032802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075032802","Census Tract 328.02",,,,4624,290,4334,1375,3662,6.27,93.73,29.74,79.2,560,0,560,63,527,442,25,417,53,377,733,81,652,55,597,1782,161,1621,154,1478,1107,23,1084,1050,683,0,100,11.25,94.11,5.66,94.34,11.99,85.29,11.05,88.95,7.5,81.45,9.03,90.97,8.64,82.94,2.08,97.92,94.85,61.7
"06075032901","Census Tract 329.01, San Francisco County, California","ACSSF","ca","140","00","0010060",,,,,"06","075",,,"032901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075032901","Census Tract 329.01",,,,5341,149,5192,1353,4351,2.79,97.21,25.33,81.46,1137,0,1137,100,1048,405,52,353,0,353,487,61,426,8,418,2210,8,2202,211,1997,1102,28,1074,1034,535,0,100,8.8,92.17,12.84,87.16,0,87.16,12.53,87.47,1.64,85.83,0.36,99.64,9.55,90.36,2.54,97.46,93.83,48.55
"06075032902","Census Tract 329.02, San Francisco County, California","ACSSF","ca","140","00","0010061",,,,,"06","075",,,"032902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075032902","Census Tract 329.02",,,,4103,59,4044,1709,2925,1.44,98.56,41.65,71.29,543,10,533,122,411,254,0,254,52,202,448,7,441,75,392,1846,42,1804,465,1359,1012,0,1012,995,561,1.84,98.16,22.47,75.69,0,100,20.47,79.53,1.56,98.44,16.74,87.5,2.28,97.72,25.19,73.62,0,100,98.32,55.43
"06075033001","Census Tract 330.01, San Francisco County, California","ACSSF","ca","140","00","0010062",,,,,"06","075",,,"033001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075033001","Census Tract 330.01",,,,4183,164,4019,1379,3410,3.92,96.08,32.97,81.52,556,0,556,95,528,205,0,205,50,155,704,111,593,47,546,1729,53,1676,210,1607,989,0,989,977,574,0,100,17.09,94.96,0,100,24.39,75.61,15.77,84.23,6.68,77.56,3.07,96.93,12.15,92.94,0,100,98.79,58.04
"06075033002","Census Tract 330.02, San Francisco County, California","ACSSF","ca","140","00","0010063",,,,,"06","075",,,"033002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075033002","Census Tract 330.02",,,,4208,43,4165,1186,3381,1.02,98.98,28.18,80.35,780,0,780,108,713,125,0,125,18,107,773,20,753,106,647,1850,23,1827,304,1540,680,0,680,650,374,0,100,13.85,91.41,0,100,14.4,85.6,2.59,97.41,13.71,83.7,1.24,98.76,16.43,83.24,0,100,95.59,55
"06075033100","Census Tract 331, San Francisco County, California","ACSSF","ca","140","00","0010064",,,,,"06","075",,,"033100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075033100","Census Tract 331",,,,3929,96,3833,1120,3132,2.44,97.56,28.51,79.71,851,23,828,170,675,218,0,218,10,208,322,0,322,24,298,1698,73,1625,102,1557,840,0,840,814,394,2.7,97.3,19.98,79.32,0,100,4.59,95.41,0,100,7.45,92.55,4.3,95.7,6.01,91.7,0,100,96.9,46.9
"06075033201","Census Tract 332.01, San Francisco County, California","ACSSF","ca","140","00","0010065",,,,,"06","075",,,"033201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075033201","Census Tract 332.01",,,,4262,221,4041,872,3315,5.19,94.81,20.46,77.78,1783,98,1685,231,1481,1616,72,1544,209,1398,314,34,280,114,166,459,17,442,237,213,90,0,90,81,57,5.5,94.5,12.96,83.06,4.46,95.54,12.93,86.51,10.83,89.17,36.31,52.87,3.7,96.3,51.63,46.41,0,100,90,63.33
"06075033203","Census Tract 332.03, San Francisco County, California","ACSSF","ca","140","00","0010066",,,,,"06","075",,,"033203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075033203","Census Tract 332.03",,,,3320,123,3197,821,2703,3.7,96.3,24.73,81.42,405,0,405,54,393,734,43,691,5,686,472,48,424,15,417,1288,32,1256,350,982,421,0,421,397,225,0,100,13.33,97.04,5.86,94.14,0.68,93.46,10.17,89.83,3.18,88.35,2.48,97.52,27.17,76.24,0,100,94.3,53.44
"06075033204","Census Tract 332.04, San Francisco County, California","ACSSF","ca","140","00","0010067",,,,,"06","075",,,"033204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075033204","Census Tract 332.04",,,,4402,393,4009,1601,3032,8.93,91.07,36.37,68.88,354,20,334,266,68,1044,125,919,152,767,577,86,491,95,396,1515,162,1353,208,1183,912,0,912,880,618,5.65,94.35,75.14,19.21,11.97,88.03,14.56,73.47,14.9,85.1,16.46,68.63,10.69,89.31,13.73,78.09,0,100,96.49,67.76
"06075035101","Census Tract 351.01, San Francisco County, California","ACSSF","ca","140","00","0010068",,,,,"06","075",,,"035101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075035101","Census Tract 351.01",,,,4035,69,3966,1550,2920,1.71,98.29,38.41,72.37,563,19,544,157,434,548,17,531,241,343,344,0,344,88,294,1903,0,1903,456,1478,677,33,644,608,371,3.37,96.63,27.89,77.09,3.1,96.9,43.98,62.59,0,100,25.58,85.47,0,100,23.96,77.67,4.87,95.13,89.81,54.8
"06075035102","Census Tract 351.02, San Francisco County, California","ACSSF","ca","140","00","0010069",,,,,"06","075",,,"035102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075035102","Census Tract 351.02",,,,4734,118,4616,1392,3819,2.49,97.51,29.4,80.67,1010,0,1010,144,908,237,0,237,49,188,524,0,524,163,373,2214,118,2096,363,1760,749,0,749,673,590,0,100,14.26,89.9,0,100,20.68,79.32,0,100,31.11,71.18,5.33,94.67,16.4,79.49,0,100,89.85,78.77
"06075035201","Census Tract 352.01, San Francisco County, California","ACSSF","ca","140","00","0010070",,,,,"06","075",,,"035201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075035201","Census Tract 352.01",,,,5497,388,5109,1648,4174,7.06,92.94,29.98,75.93,854,64,790,123,676,387,11,376,112,280,775,75,700,69,663,2344,135,2209,379,1946,1137,103,1034,965,609,7.49,92.51,14.4,79.16,2.84,97.16,28.94,72.35,9.68,90.32,8.9,85.55,5.76,94.24,16.17,83.02,9.06,90.94,84.87,53.56
"06075035202","Census Tract 352.02, San Francisco County, California","ACSSF","ca","140","00","0010071",,,,,"06","075",,,"035202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075035202","Census Tract 352.02",,,,4791,226,4565,1508,3506,4.72,95.28,31.48,73.18,675,0,675,109,587,315,0,315,80,235,875,140,735,126,644,2121,86,2035,445,1681,805,0,805,748,359,0,100,16.15,86.96,0,100,25.4,74.6,16,84,14.4,73.6,4.05,95.95,20.98,79.26,0,100,92.92,44.6
"06075035300","Census Tract 353, San Francisco County, California","ACSSF","ca","140","00","0010072",,,,,"06","075",,,"035300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075035300","Census Tract 353",,,,7537,134,7403,1875,6181,1.78,98.22,24.88,82.01,1354,0,1354,66,1334,380,47,333,46,299,952,0,952,73,932,3273,56,3217,289,2974,1578,31,1547,1401,642,0,100,4.87,98.52,12.37,87.63,12.11,78.68,0,100,7.67,97.9,1.71,98.29,8.83,90.86,1.96,98.04,88.78,40.68
"06075035400","Census Tract 354, San Francisco County, California","ACSSF","ca","140","00","0010073",,,,,"06","075",,,"035400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075035400","Census Tract 354",,,,7769,436,7333,2320,6087,5.61,94.39,29.86,78.35,1554,57,1497,235,1408,306,0,306,65,241,1356,166,1190,389,965,3202,213,2989,323,2776,1351,0,1351,1308,697,3.67,96.33,15.12,90.6,0,100,21.24,78.76,12.24,87.76,28.69,71.17,6.65,93.35,10.09,86.7,0,100,96.82,51.59
"06075040100","Census Tract 401, San Francisco County, California","ACSSF","ca","140","00","0010074",,,,,"06","075",,,"040100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075040100","Census Tract 401",,,,4302,174,4128,750,3724,4.04,95.96,17.43,86.56,639,10,629,75,568,231,0,231,8,223,1147,125,1022,57,974,1782,39,1743,118,1674,503,0,503,492,285,1.56,98.44,11.74,88.89,0,100,3.46,96.54,10.9,89.1,4.97,84.92,2.19,97.81,6.62,93.94,0,100,97.81,56.66
"06075040200","Census Tract 402, San Francisco County, California","ACSSF","ca","140","00","0010075",,,,,"06","075",,,"040200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075040200","Census Tract 402",,,,5460,44,5416,1300,4646,0.81,99.19,23.81,85.09,864,0,864,112,752,297,0,297,30,284,1093,13,1080,0,1080,2151,31,2120,168,1958,1055,0,1055,990,572,0,100,12.96,87.04,0,100,10.1,95.62,1.19,98.81,0,98.81,1.44,98.56,7.81,91.03,0,100,93.84,54.22
"06075042601","Census Tract 426.01, San Francisco County, California","ACSSF","ca","140","00","0010076",,,,,"06","075",,,"042601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075042601","Census Tract 426.01",,,,4261,307,3954,1094,3265,7.2,92.8,25.67,76.63,604,0,604,116,496,378,157,221,0,221,713,27,686,38,658,1753,123,1630,218,1412,813,0,813,722,478,0,100,19.21,82.12,41.53,58.47,0,58.47,3.79,96.21,5.33,92.29,7.02,92.98,12.44,80.55,0,100,88.81,58.79
"06075042602","Census Tract 426.02, San Francisco County, California","ACSSF","ca","140","00","0010077",,,,,"06","075",,,"042602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075042602","Census Tract 426.02",,,,2615,43,2572,632,2397,1.64,98.36,24.17,91.66,405,0,405,5,405,70,0,70,0,70,353,0,353,30,327,1152,38,1114,39,1075,635,5,630,558,520,0,100,1.23,100,0,100,0,100,0,100,8.5,92.63,3.3,96.7,3.39,93.32,0.79,99.21,87.87,81.89
"06075042700","Census Tract 427, San Francisco County, California","ACSSF","ca","140","00","0010078",,,,,"06","075",,,"042700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075042700","Census Tract 427",,,,5361,220,5141,1974,4090,4.1,95.9,36.82,76.29,763,15,748,252,539,441,36,405,45,360,622,36,586,19,567,2328,133,2195,521,1794,1207,0,1207,1137,830,1.97,98.03,33.03,70.64,8.16,91.84,10.2,81.63,5.79,94.21,3.05,91.16,5.71,94.29,22.38,77.06,0,100,94.2,68.77
"06075042800","Census Tract 428, San Francisco County, California","ACSSF","ca","140","00","0010079",,,,,"06","075",,,"042800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075042800","Census Tract 428",,,,2501,4,2497,786,2229,0.16,99.84,31.43,89.12,655,0,655,91,631,90,0,90,4,90,178,0,178,0,178,975,4,971,113,923,603,0,603,578,407,0,100,13.89,96.34,0,100,4.44,100,0,100,0,100,0.41,99.59,11.59,94.67,0,100,95.85,67.5
"06075045100","Census Tract 451, San Francisco County, California","ACSSF","ca","140","00","0010080",,,,,"06","075",,,"045100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075045100","Census Tract 451",,,,5209,173,5036,857,4571,3.32,96.68,16.45,87.75,815,0,815,29,786,418,0,418,0,418,1587,173,1414,65,1349,1777,0,1777,209,1601,612,0,612,554,417,0,100,3.56,96.44,0,100,0,100,10.9,89.1,4.1,85,0,100,11.76,90.1,0,100,90.52,68.14
"06075045201","Census Tract 452.01, San Francisco County, California","ACSSF","ca","140","00","0010081",,,,,"06","075",,,"045201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075045201","Census Tract 452.01",,,,3349,0,3349,829,3005,0,100,24.75,89.73,547,0,547,20,547,266,0,266,55,211,689,0,689,65,624,1260,0,1260,113,1191,587,0,587,576,432,0,100,3.66,100,0,100,20.68,79.32,0,100,9.43,90.57,0,100,8.97,94.52,0,100,98.13,73.59
"06075045202","Census Tract 452.02, San Francisco County, California","ACSSF","ca","140","00","0010082",,,,,"06","075",,,"045202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075045202","Census Tract 452.02",,,,3396,194,3202,712,2796,5.71,94.29,20.97,82.33,597,0,597,81,530,256,0,256,0,256,994,135,859,181,767,1211,59,1152,160,1036,338,0,338,290,207,0,100,13.57,88.78,0,100,0,100,13.58,86.42,18.21,77.16,4.87,95.13,13.21,85.55,0,100,85.8,61.24
"06075047600","Census Tract 476, San Francisco County, California","ACSSF","ca","140","00","0010083",,,,,"06","075",,,"047600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075047600","Census Tract 476",,,,5145,38,5107,1026,4540,0.74,99.26,19.94,88.24,832,0,832,0,832,297,1,296,28,268,756,0,756,24,756,2386,37,2349,250,2202,874,0,874,724,482,0,100,0,100,0.34,99.66,9.43,90.24,0,100,3.17,100,1.55,98.45,10.48,92.29,0,100,82.84,55.15
"06075047701","Census Tract 477.01, San Francisco County, California","ACSSF","ca","140","00","0010084",,,,,"06","075",,,"047701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075047701","Census Tract 477.01",,,,4978,134,4844,923,4209,2.69,97.31,18.54,84.55,976,24,952,16,936,504,48,456,97,379,841,20,821,29,798,1845,42,1803,89,1714,812,0,812,692,382,2.46,97.54,1.64,95.9,9.52,90.48,19.25,75.2,2.38,97.62,3.45,94.89,2.28,97.72,4.82,92.9,0,100,85.22,47.04
"06075047702","Census Tract 477.02, San Francisco County, California","ACSSF","ca","140","00","0010085",,,,,"06","075",,,"047702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075047702","Census Tract 477.02",,,,3541,138,3403,1095,2806,3.9,96.1,30.92,79.24,501,0,501,117,400,219,12,207,48,159,518,34,484,64,440,1550,79,1471,151,1366,753,13,740,715,441,0,100,23.35,79.84,5.48,94.52,21.92,72.6,6.56,93.44,12.36,84.94,5.1,94.9,9.74,88.13,1.73,98.27,94.95,58.57
"06075047801","Census Tract 478.01, San Francisco County, California","ACSSF","ca","140","00","0010086",,,,,"06","075",,,"047801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075047801","Census Tract 478.01",,,,4543,155,4388,1117,3808,3.41,96.59,24.59,83.82,815,20,795,100,764,294,0,294,45,249,705,37,668,46,668,1965,98,1867,230,1659,764,0,764,696,468,2.45,97.55,12.27,93.74,0,100,15.31,84.69,5.25,94.75,6.52,94.75,4.99,95.01,11.7,84.43,0,100,91.1,61.26
"06075047802","Census Tract 478.02, San Francisco County, California","ACSSF","ca","140","00","0010087",,,,,"06","075",,,"047802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075047802","Census Tract 478.02",,,,3776,91,3685,1402,2853,2.41,97.59,37.13,75.56,658,0,658,193,481,551,17,534,142,425,526,5,521,31,490,1333,69,1264,345,1070,708,0,708,691,387,0,100,29.33,73.1,3.09,96.91,25.77,77.13,0.95,99.05,5.89,93.16,5.18,94.82,25.88,80.27,0,100,97.6,54.66
"06075047902","Census Tract 479.02, San Francisco County, California","ACSSF","ca","140","00","0010088",,,,,"06","075",,,"047902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075047902","Census Tract 479.02",,,,3610,61,3549,1263,2893,1.69,98.31,34.99,80.14,452,0,452,70,382,89,0,89,36,53,838,53,785,156,703,1446,8,1438,278,1199,785,0,785,723,556,0,100,15.49,84.51,0,100,40.45,59.55,6.32,93.68,18.62,83.89,0.55,99.45,19.23,82.92,0,100,92.1,70.83
"06075047903","Census Tract 479.03, San Francisco County, California","ACSSF","ca","140","00","0010089",,,,,"06","075",,,"047903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075047903","Census Tract 479.03",,,,4283,35,4248,1256,3557,0.82,99.18,29.33,83.05,691,0,691,207,518,630,0,630,88,606,581,0,581,36,545,1545,35,1510,130,1451,836,0,836,795,437,0,100,29.96,74.96,0,100,13.97,96.19,0,100,6.2,93.8,2.27,97.73,8.41,93.92,0,100,95.1,52.27
"06075047904","Census Tract 479.04, San Francisco County, California","ACSSF","ca","140","00","0010090",,,,,"06","075",,,"047904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075047904","Census Tract 479.04",,,,3105,85,3020,972,2456,2.74,97.26,31.3,79.1,599,0,599,135,464,126,21,105,0,105,554,44,510,15,495,1200,20,1180,212,968,626,0,626,610,424,0,100,22.54,77.46,16.67,83.33,0,83.33,7.94,92.06,2.71,89.35,1.67,98.33,17.67,80.67,0,100,97.44,67.73
"06075060100","Census Tract 601, San Francisco County, California","ACSSF","ca","140","00","0010091",,,,,"06","075",,,"060100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075060100","Census Tract 601",,,,4231,74,4157,679,3614,1.75,98.25,16.05,85.42,1073,0,1073,249,871,372,0,372,28,350,1111,24,1087,143,944,1514,50,1464,114,1350,161,0,161,145,99,0,100,23.21,81.17,0,100,7.53,94.09,2.16,97.84,12.87,84.97,3.3,96.7,7.53,89.17,0,100,90.06,61.49
"06075060400","Census Tract 604, San Francisco County, California","ACSSF","ca","140","00","0010092",,,,,"06","075",,,"060400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075060400","Census Tract 604",,,,1595,17,1578,680,1146,1.07,98.93,42.63,71.85,233,0,233,124,109,51,0,51,13,38,421,0,421,161,260,562,11,551,95,476,328,6,322,287,263,0,100,53.22,46.78,0,100,25.49,74.51,0,100,38.24,61.76,1.96,98.04,16.9,84.7,1.83,98.17,87.5,80.18
"06075060502","Census Tract 605.02, San Francisco County, California","ACSSF","ca","140","00","0010093",,,,,"06","075",,,"060502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075060502","Census Tract 605.02",,,,3539,143,3396,2308,1438,4.04,95.96,65.22,40.63,1152,0,1152,967,289,291,49,242,169,89,475,47,428,180,254,1407,47,1360,778,731,214,0,214,214,75,0,100,83.94,25.09,16.84,83.16,58.08,30.58,9.89,90.11,37.89,53.47,3.34,96.66,55.29,51.95,0,100,100,35.05
"06075060701","Census Tract 607.01, San Francisco County, California","ACSSF","ca","140","00","0010094",,,,,"06","075",,,"060701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075060701","Census Tract 607.01",,,,7621,248,7373,2067,5521,3.25,96.75,27.12,72.44,1157,6,1151,645,511,422,51,371,48,323,2566,75,2491,33,2458,2825,116,2709,690,2118,651,0,651,651,111,0.52,99.48,55.75,44.17,12.09,87.91,11.37,76.54,2.92,97.08,1.29,95.79,4.11,95.89,24.42,74.97,0,100,100,17.05
"06075060702","Census Tract 607.02, San Francisco County, California","ACSSF","ca","140","00","0010095",,,,,"06","075",,,"060702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075060702","Census Tract 607.02",,,,1488,0,1488,411,1077,0,100,27.62,72.38,256,0,256,76,180,0,0,0,0,0,334,0,334,0,334,701,0,701,138,563,197,0,197,197,0,0,100,29.69,70.31,,,,,0,100,0,100,0,100,19.69,80.31,0,100,100,0
"06075060703","Census Tract 607.03, San Francisco County, California","ACSSF","ca","140","00","0010096",,,,,"06","075",,,"060703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075060703","Census Tract 607.03",,,,5787,62,5725,1222,4570,1.07,98.93,21.12,78.97,1371,0,1371,566,805,428,0,428,21,412,1606,62,1544,13,1531,2084,0,2084,324,1760,298,0,298,298,62,0,100,41.28,58.72,0,100,4.91,96.26,3.86,96.14,0.81,95.33,0,100,15.55,84.45,0,100,100,20.81
"06075061000","Census Tract 610, San Francisco County, California","ACSSF","ca","140","00","0010097",,,,,"06","075",,,"061000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061000","Census Tract 610",,,,4825,191,4634,1620,3472,3.96,96.04,33.58,71.96,864,32,832,445,428,476,0,476,26,453,821,74,747,94,686,2043,85,1958,446,1613,621,0,621,609,292,3.7,96.3,51.5,49.54,0,100,5.46,95.17,9.01,90.99,11.45,83.56,4.16,95.84,21.83,78.95,0,100,98.07,47.02
"06075061101","Census Tract 611.01, San Francisco County, California","ACSSF","ca","140","00","0010098",,,,,"06","075",,,"061101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061101","Census Tract 611.01",,,,1856,148,1708,1242,599,7.97,92.03,66.92,32.27,344,0,344,296,68,121,0,121,86,35,101,0,101,44,57,812,148,664,366,350,478,0,478,450,89,0,100,86.05,19.77,0,100,71.07,28.93,0,100,43.56,56.44,18.23,81.77,45.07,43.1,0,100,94.14,18.62
"06075061102","Census Tract 611.02, San Francisco County, California","ACSSF","ca","140","00","0010099",,,,,"06","075",,,"061102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061102","Census Tract 611.02",,,,2341,157,2184,1679,702,6.71,93.29,71.72,29.99,311,41,270,235,51,245,49,196,66,146,355,37,318,226,105,686,30,656,429,282,744,0,744,723,118,13.18,86.82,75.56,16.4,20,80,26.94,59.59,10.42,89.58,63.66,29.58,4.37,95.63,62.54,41.11,0,100,97.18,15.86
