Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A20001_001,SE_A20001_002,SE_A20001_003,SE_A20001_004,SE_A20001_005,PCT_SE_A20001_002,PCT_SE_A20001_003,PCT_SE_A20001_004,PCT_SE_A20001_005,SE_A20002_002,SE_A20002_003,SE_A20002_004,SE_A20002_005,SE_A20002_006,SE_A20002_007,SE_A20002_008,SE_A20002_009,SE_A20002_010,SE_A20002_011,SE_A20002_012,SE_A20002_013,SE_A20002_014,SE_A20002_015,SE_A20002_016,SE_A20002_017,SE_A20002_018,SE_A20002_019,SE_A20002_020,SE_A20002_021,SE_A20002_022,SE_A20002_023,SE_A20002_024,SE_A20002_025,SE_A20002_026,PCT_SE_A20002_003,PCT_SE_A20002_004,PCT_SE_A20002_005,PCT_SE_A20002_006,PCT_SE_A20002_008,PCT_SE_A20002_009,PCT_SE_A20002_010,PCT_SE_A20002_011,PCT_SE_A20002_013,PCT_SE_A20002_014,PCT_SE_A20002_015,PCT_SE_A20002_016,PCT_SE_A20002_018,PCT_SE_A20002_019,PCT_SE_A20002_020,PCT_SE_A20002_021,PCT_SE_A20002_023,PCT_SE_A20002_024,PCT_SE_A20002_025,PCT_SE_A20002_026
"06075016900","Census Tract 169, San Francisco County, California","ACSSF","ca","140","00","0009955",,,,,"06","075",,,"016900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016900","Census Tract 169",,,,3111,92,3019,654,2664,2.96,97.04,21.02,85.63,347,0,347,13,334,137,0,137,22,137,865,72,793,86,774,1506,20,1486,297,1287,256,0,256,236,132,0,100,3.75,96.25,0,100,16.06,100,8.32,91.68,9.94,89.48,1.33,98.67,19.72,85.46,0,100,92.19,51.56
"06075017000","Census Tract 170, San Francisco County, California","ACSSF","ca","140","00","0009956",,,,,"06","075",,,"017000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075017000","Census Tract 170",,,,4375,10,4365,715,4102,0.23,99.77,16.34,93.76,465,0,465,39,465,33,0,33,0,33,942,0,942,0,942,2337,10,2327,105,2300,598,0,598,571,362,0,100,8.39,100,0,100,0,100,0,100,0,100,0.43,99.57,4.49,98.42,0,100,95.48,60.54
"06075017101","Census Tract 171.01, San Francisco County, California","ACSSF","ca","140","00","0009957",,,,,"06","075",,,"017101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075017101","Census Tract 171.01",,,,4249,41,4208,805,3765,0.96,99.04,18.95,88.61,872,8,864,84,856,138,0,138,0,138,1173,20,1153,80,1073,1579,13,1566,193,1475,487,0,487,448,223,0.92,99.08,9.63,98.17,0,100,0,100,1.71,98.29,6.82,91.47,0.82,99.18,12.22,93.41,0,100,91.99,45.79
"06075017102","Census Tract 171.02, San Francisco County, California","ACSSF","ca","140","00","0009958",,,,,"06","075",,,"017102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075017102","Census Tract 171.02",,,,3665,85,3580,690,3143,2.32,97.68,18.83,85.76,587,28,559,101,458,375,0,375,51,357,756,0,756,48,725,1566,57,1509,149,1405,381,0,381,341,198,4.77,95.23,17.21,78.02,0,100,13.6,95.2,0,100,6.35,95.9,3.64,96.36,9.51,89.72,0,100,89.5,51.97
"06075017602","Census Tract 176.02, San Francisco County, California","ACSSF","ca","140","00","0009959",,,,,"06","075",,,"017602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075017602","Census Tract 176.02",,,,3218,77,3141,1170,2108,2.39,97.61,36.36,65.51,216,0,216,24,192,554,0,554,125,429,452,53,399,128,271,1816,24,1792,713,1216,180,0,180,180,0,0,100,11.11,88.89,0,100,22.56,77.44,11.73,88.27,28.32,59.96,1.32,98.68,39.26,66.96,0,100,100,0
"06075017603","Census Tract 176.03, San Francisco County, California","ACSSF","ca","140","00","0009960",,,,,"06","075",,,"017603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075017603","Census Tract 176.03",,,,4509,212,4297,1484,2961,4.7,95.3,32.91,65.67,579,0,579,249,340,470,0,470,0,470,973,58,915,80,835,2080,154,1926,748,1245,407,0,407,407,71,0,100,43.01,58.72,0,100,0,100,5.96,94.04,8.22,85.82,7.4,92.6,35.96,59.86,0,100,100,17.44
"06075017604","Census Tract 176.04, San Francisco County, California","ACSSF","ca","140","00","0009961",,,,,"06","075",,,"017604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075017604","Census Tract 176.04",,,,2856,84,2772,711,2125,2.94,97.06,24.89,74.4,204,0,204,132,72,292,0,292,16,292,969,45,924,45,879,1273,39,1234,400,834,118,0,118,118,48,0,100,64.71,35.29,0,100,5.48,100,4.64,95.36,4.64,90.71,3.06,96.94,31.42,65.51,0,100,100,40.68
"06075017700","Census Tract 177, San Francisco County, California","ACSSF","ca","140","00","0009962",,,,,"06","075",,,"017700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075017700","Census Tract 177",,,,1989,116,1873,511,1428,5.83,94.17,25.69,71.79,247,13,234,94,140,135,25,110,36,74,569,38,531,58,473,931,40,891,223,689,107,0,107,100,52,5.26,94.74,38.06,56.68,18.52,81.48,26.67,54.81,6.68,93.32,10.19,83.13,4.3,95.7,23.95,74.01,0,100,93.46,48.6
"06075017801","Census Tract 178.01, San Francisco County, California","ACSSF","ca","140","00","0009963",,,,,"06","075",,,"017801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075017801","Census Tract 178.01",,,,3636,0,3636,1861,2127,0,100,51.18,58.5,111,0,111,18,93,115,0,115,0,115,642,0,642,10,632,970,0,970,92,909,1798,0,1798,1741,378,0,100,16.22,83.78,0,100,0,100,0,100,1.56,98.44,0,100,9.48,93.71,0,100,96.83,21.02
"06075017803","Census Tract 178.03, San Francisco County, California","ACSSF","ca","140","00","0009964",,,,,"06","075",,,"017803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075017803","Census Tract 178.03",,,,2507,45,2462,955,1633,1.79,98.21,38.09,65.14,333,0,333,210,157,212,0,212,0,212,852,27,825,219,606,951,18,933,367,566,159,0,159,159,92,0,100,63.06,47.15,0,100,0,100,3.17,96.83,25.7,71.13,1.89,98.11,38.59,59.52,0,100,100,57.86
"06075017804","Census Tract 178.04, San Francisco County, California","ACSSF","ca","140","00","0009965",,,,,"06","075",,,"017804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075017804","Census Tract 178.04",,,,4441,174,4267,1401,3018,3.92,96.08,31.55,67.96,598,0,598,561,37,469,45,424,119,305,1474,0,1474,208,1304,1666,129,1537,279,1258,234,0,234,234,114,0,100,93.81,6.19,9.59,90.41,25.37,65.03,0,100,14.11,88.47,7.74,92.26,16.75,75.51,0,100,100,48.72
"06075017903","Census Tract 179.03, San Francisco County, California","ACSSF","ca","140","00","0009966",,,,,"06","075",,,"017903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075017903","Census Tract 179.03",,,,3185,536,2649,1458,1385,16.83,83.17,45.78,43.49,595,65,530,442,158,853,197,656,360,315,544,73,471,152,319,1102,201,901,420,544,91,0,91,84,49,10.92,89.08,74.29,26.55,23.09,76.91,42.2,36.93,13.42,86.58,27.94,58.64,18.24,81.76,38.11,49.36,0,100,92.31,53.85
"06075018000","Census Tract 180, San Francisco County, California","ACSSF","ca","140","00","0009967",,,,,"06","075",,,"018000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075018000","Census Tract 180",,,,3573,100,3473,1010,2606,2.8,97.2,28.27,72.94,330,0,330,80,257,427,0,427,26,401,1226,9,1217,123,1094,1321,91,1230,520,744,269,0,269,261,110,0,100,24.24,77.88,0,100,6.09,93.91,0.73,99.27,10.03,89.23,6.89,93.11,39.36,56.32,0,100,97.03,40.89
"06075020101","Census Tract 201.01, San Francisco County, California","ACSSF","ca","140","00","0009968",,,,,"06","075",,,"020101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020101","Census Tract 201.01",,,,3550,79,3471,749,3008,2.23,97.77,21.1,84.73,281,0,281,47,234,163,0,163,0,163,1132,0,1132,86,1062,1751,79,1672,393,1444,223,0,223,223,105,0,100,16.73,83.27,0,100,0,100,0,100,7.6,93.82,4.51,95.49,22.44,82.47,0,100,100,47.09
"06075020102","Census Tract 201.02, San Francisco County, California","ACSSF","ca","140","00","0009969",,,,,"06","075",,,"020102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020102","Census Tract 201.02",,,,2941,200,2741,1033,1889,6.8,93.2,35.12,64.23,83,0,83,28,83,147,0,147,34,113,619,0,619,105,540,1719,200,1519,520,1024,373,0,373,346,129,0,100,33.73,100,0,100,23.13,76.87,0,100,16.96,87.24,11.63,88.37,30.25,59.57,0,100,92.76,34.58
"06075020201","Census Tract 202.01, San Francisco County, California","ACSSF","ca","140","00","0009970",,,,,"06","075",,,"020201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020201","Census Tract 202.01",,,,2168,64,2104,515,1676,2.95,97.05,23.75,77.31,133,0,133,55,78,94,0,94,0,94,669,0,669,62,607,1045,64,981,194,826,227,0,227,204,71,0,100,41.35,58.65,0,100,0,100,0,100,9.27,90.73,6.12,93.88,18.56,79.04,0,100,89.87,31.28
"06075020202","Census Tract 202.02, San Francisco County, California","ACSSF","ca","140","00","0009971",,,,,"06","075",,,"020202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020202","Census Tract 202.02",,,,4132,0,4132,1714,2626,0,100,41.48,63.55,585,0,585,521,64,250,0,250,126,124,1558,0,1558,220,1338,1311,0,1311,431,891,428,0,428,416,209,0,100,89.06,10.94,0,100,50.4,49.6,0,100,14.12,85.88,0,100,32.88,67.96,0,100,97.2,48.83
"06075020300","Census Tract 203, San Francisco County, California","ACSSF","ca","140","00","0009972",,,,,"06","075",,,"020300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020300","Census Tract 203",,,,3521,95,3426,649,3037,2.7,97.3,18.43,86.25,146,0,146,38,108,203,10,193,15,185,1122,50,1072,115,969,1731,35,1696,174,1537,319,0,319,307,238,0,100,26.03,73.97,4.93,95.07,7.39,91.13,4.46,95.54,10.25,86.36,2.02,97.98,10.05,88.79,0,100,96.24,74.61
"06075020401","Census Tract 204.01, San Francisco County, California","ACSSF","ca","140","00","0009973",,,,,"06","075",,,"020401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020401","Census Tract 204.01",,,,3271,109,3162,427,2927,3.33,96.67,13.05,89.48,320,0,320,0,320,237,19,218,8,210,549,16,533,0,533,1793,74,1719,104,1653,372,0,372,315,211,0,100,0,100,8.02,91.98,3.38,88.61,2.91,97.09,0,97.09,4.13,95.87,5.8,92.19,0,100,84.68,56.72
"06075020402","Census Tract 204.02, San Francisco County, California","ACSSF","ca","140","00","0009974",,,,,"06","075",,,"020402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020402","Census Tract 204.02",,,,4419,92,4327,926,3878,2.08,97.92,20.95,87.76,179,0,179,26,179,308,10,298,0,298,1142,14,1128,124,1004,2090,68,2022,128,1917,700,0,700,648,480,0,100,14.53,100,3.25,96.75,0,96.75,1.23,98.77,10.86,87.92,3.25,96.75,6.12,91.72,0,100,92.57,68.57
"06075020500","Census Tract 205, San Francisco County, California","ACSSF","ca","140","00","0009975",,,,,"06","075",,,"020500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020500","Census Tract 205",,,,2954,9,2945,580,2554,0.3,99.7,19.63,86.46,491,0,491,30,461,49,0,49,1,48,542,0,542,8,542,1572,9,1563,249,1346,300,0,300,292,157,0,100,6.11,93.89,0,100,2.04,97.96,0,100,1.48,100,0.57,99.43,15.84,85.62,0,100,97.33,52.33
"06075020601","Census Tract 206.01, San Francisco County, California","ACSSF","ca","140","00","0009976",,,,,"06","075",,,"020601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020601","Census Tract 206.01",,,,3132,32,3100,838,2450,1.02,98.98,26.76,78.22,339,0,339,27,312,85,0,85,0,85,656,11,645,72,588,1729,21,1708,447,1303,323,0,323,292,162,0,100,7.96,92.04,0,100,0,100,1.68,98.32,10.98,89.63,1.21,98.79,25.85,75.36,0,100,90.4,50.15
"06075020602","Census Tract 206.02, San Francisco County, California","ACSSF","ca","140","00","0009977",,,,,"06","075",,,"020602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020602","Census Tract 206.02",,,,2487,172,2315,688,1894,6.92,93.08,27.66,76.16,161,0,161,55,106,183,12,171,0,171,465,52,413,0,413,1172,108,1064,164,966,506,0,506,469,238,0,100,34.16,65.84,6.56,93.44,0,93.44,11.18,88.82,0,88.82,9.22,90.78,13.99,82.42,0,100,92.69,47.04
"06075020701","Census Tract 207.01, San Francisco County, California","ACSSF","ca","140","00","0009978",,,,,"06","075",,,"020701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020701","Census Tract 207.01",,,,3073,126,2947,547,2564,4.1,95.9,17.8,83.44,311,0,311,57,276,155,0,155,12,143,666,0,666,35,631,1746,126,1620,270,1370,195,0,195,173,144,0,100,18.33,88.75,0,100,7.74,92.26,0,100,5.26,94.74,7.22,92.78,15.46,78.47,0,100,88.72,73.85
"06075020702","Census Tract 207.02, San Francisco County, California","ACSSF","ca","140","00","0009979",,,,,"06","075",,,"020702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020702","Census Tract 207.02",,,,2228,20,2208,581,1895,0.9,99.1,26.08,85.05,294,0,294,71,223,50,0,50,0,50,574,6,568,30,538,989,14,975,168,807,321,0,321,312,277,0,100,24.15,75.85,0,100,0,100,1.05,98.95,5.23,93.73,1.42,98.58,16.99,81.6,0,100,97.2,86.29
"06075020801","Census Tract 208.01, San Francisco County, California","ACSSF","ca","140","00","0009980",,,,,"06","075",,,"020801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020801","Census Tract 208.01",,,,3629,139,3490,1018,2666,3.83,96.17,28.05,73.46,493,16,477,152,325,453,0,453,42,446,979,85,894,83,811,1345,38,1307,431,976,359,0,359,310,108,3.25,96.75,30.83,65.92,0,100,9.27,98.45,8.68,91.32,8.48,82.84,2.83,97.17,32.04,72.57,0,100,86.35,30.08
"06075020802","Census Tract 208.02, San Francisco County, California","ACSSF","ca","140","00","0009981",,,,,"06","075",,,"020802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020802","Census Tract 208.02",,,,2604,324,2280,645,1707,12.44,87.56,24.77,65.55,131,0,131,78,67,749,179,570,91,479,658,0,658,123,535,895,145,750,218,551,171,0,171,135,75,0,100,59.54,51.15,23.9,76.1,12.15,63.95,0,100,18.69,81.31,16.2,83.8,24.36,61.56,0,100,78.95,43.86
"06075020900","Census Tract 209, San Francisco County, California","ACSSF","ca","140","00","0009982",,,,,"06","075",,,"020900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075020900","Census Tract 209",,,,4402,265,4137,1274,3231,6.02,93.98,28.94,73.4,574,78,496,249,247,272,17,255,6,255,1214,45,1169,152,1040,1849,125,1724,393,1392,493,0,493,474,297,13.59,86.41,43.38,43.03,6.25,93.75,2.21,93.75,3.71,96.29,12.52,85.67,6.76,93.24,21.25,75.28,0,100,96.15,60.24
"06075021000","Census Tract 210, San Francisco County, California","ACSSF","ca","140","00","0009983",,,,,"06","075",,,"021000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075021000","Census Tract 210",,,,4051,115,3936,748,3408,2.84,97.16,18.46,84.13,433,0,433,0,433,280,5,275,29,270,857,40,817,27,790,1930,58,1872,153,1757,551,12,539,539,158,0,100,0,100,1.79,98.21,10.36,96.43,4.67,95.33,3.15,92.18,3.01,96.99,7.93,91.04,2.18,97.82,97.82,28.68
"06075021100","Census Tract 211, San Francisco County, California","ACSSF","ca","140","00","0009984",,,,,"06","075",,,"021100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075021100","Census Tract 211",,,,3960,80,3880,703,3638,2.02,97.98,17.75,91.87,520,14,506,44,480,163,0,163,15,148,926,20,906,60,865,1792,28,1764,124,1696,559,18,541,460,449,2.69,97.31,8.46,92.31,0,100,9.2,90.8,2.16,97.84,6.48,93.41,1.56,98.44,6.92,94.64,3.22,96.78,82.29,80.32
"06075021200","Census Tract 212, San Francisco County, California","ACSSF","ca","140","00","0009985",,,,,"06","075",,,"021200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075021200","Census Tract 212",,,,3007,100,2907,596,2716,3.33,96.67,19.82,90.32,446,0,446,0,446,133,1,132,20,112,643,12,631,0,631,1340,87,1253,175,1177,445,0,445,401,350,0,100,0,100,0.75,99.25,15.04,84.21,1.87,98.13,0,98.13,6.49,93.51,13.06,87.84,0,100,90.11,78.65
"06075021300","Census Tract 213, San Francisco County, California","ACSSF","ca","140","00","0009986",,,,,"06","075",,,"021300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075021300","Census Tract 213",,,,2692,114,2578,424,2507,4.23,95.77,15.75,93.13,431,33,398,23,375,67,0,67,0,67,333,0,333,0,333,1484,81,1403,68,1380,377,0,377,333,352,7.66,92.34,5.34,87.01,0,100,0,100,0,100,0,100,5.46,94.54,4.58,92.99,0,100,88.33,93.37
"06075021400","Census Tract 214, San Francisco County, California","ACSSF","ca","140","00","0009987",,,,,"06","075",,,"021400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075021400","Census Tract 214",,,,3641,24,3617,723,3202,0.66,99.34,19.86,87.94,509,0,509,8,501,176,0,176,0,176,647,24,623,40,611,1719,0,1719,85,1648,590,0,590,590,266,0,100,1.57,98.43,0,100,0,100,3.71,96.29,6.18,94.44,0,100,4.94,95.87,0,100,100,45.08
"06075021500","Census Tract 215, San Francisco County, California","ACSSF","ca","140","00","0009988",,,,,"06","075",,,"021500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075021500","Census Tract 215",,,,5622,196,5426,630,5102,3.49,96.51,11.21,90.75,935,0,935,43,892,262,40,222,35,187,1239,0,1239,33,1206,2781,156,2625,137,2570,405,0,405,382,247,0,100,4.6,95.4,15.27,84.73,13.36,71.37,0,100,2.66,97.34,5.61,94.39,4.93,92.41,0,100,94.32,60.99
"06075021600","Census Tract 216, San Francisco County, California","ACSSF","ca","140","00","0009989",,,,,"06","075",,,"021600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075021600","Census Tract 216",,,,4189,44,4145,912,3708,1.05,98.95,21.77,88.52,695,20,675,39,663,135,0,135,0,135,595,0,595,16,595,2042,24,2018,170,1911,722,0,722,687,404,2.88,97.12,5.61,95.4,0,100,0,100,0,100,2.69,100,1.18,98.82,8.33,93.58,0,100,95.15,55.96
"06075021700","Census Tract 217, San Francisco County, California","ACSSF","ca","140","00","0009990",,,,,"06","075",,,"021700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075021700","Census Tract 217",,,,4498,91,4407,1192,3758,2.02,97.98,26.5,83.55,1042,29,1013,178,835,270,0,270,42,228,350,14,336,30,306,1996,48,1948,164,1795,840,0,840,778,594,2.78,97.22,17.08,80.13,0,100,15.56,84.44,4,96,8.57,87.43,2.4,97.6,8.22,89.93,0,100,92.62,70.71
"06075021800","Census Tract 218, San Francisco County, California","ACSSF","ca","140","00","0009991",,,,,"06","075",,,"021800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075021800","Census Tract 218",,,,4218,117,4101,771,3738,2.77,97.23,18.28,88.62,722,29,693,30,676,375,65,310,2,308,632,0,632,0,632,1918,22,1896,169,1777,571,1,570,570,345,4.02,95.98,4.16,93.63,17.33,82.67,0.53,82.13,0,100,0,100,1.15,98.85,8.81,92.65,0.18,99.82,99.82,60.42
"06075022600","Census Tract 226, San Francisco County, California","ACSSF","ca","140","00","0009992",,,,,"06","075",,,"022600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075022600","Census Tract 226",,,,3570,27,3543,361,3290,0.76,99.24,10.11,92.16,383,0,383,94,305,210,0,210,0,210,1343,0,1343,51,1299,1506,27,1479,104,1392,128,0,128,112,84,0,100,24.54,79.63,0,100,0,100,0,100,3.8,96.72,1.79,98.21,6.91,92.43,0,100,87.5,65.62
"06075022702","Census Tract 227.02, San Francisco County, California","ACSSF","ca","140","00","0009993",,,,,"06","075",,,"022702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075022702","Census Tract 227.02",,,,2218,46,2172,238,1983,2.07,97.93,10.73,89.4,255,0,255,55,203,124,0,124,1,123,895,10,885,40,845,829,36,793,27,766,115,0,115,115,46,0,100,21.57,79.61,0,100,0.81,99.19,1.12,98.88,4.47,94.41,4.34,95.66,3.26,92.4,0,100,100,40
"06075022704","Census Tract 227.04, San Francisco County, California","ACSSF","ca","140","00","0009994",,,,,"06","075",,,"022704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075022704","Census Tract 227.04",,,,3565,87,3478,552,3248,2.44,97.56,15.48,91.11,560,11,549,27,522,115,0,115,0,115,946,54,892,51,857,1538,22,1516,68,1493,406,0,406,406,261,1.96,98.04,4.82,93.21,0,100,0,100,5.71,94.29,5.39,90.59,1.43,98.57,4.42,97.07,0,100,100,64.29
"06075022801","Census Tract 228.01, San Francisco County, California","ACSSF","ca","140","00","0009995",,,,,"06","075",,,"022801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075022801","Census Tract 228.01",,,,5057,235,4822,1374,3747,4.65,95.35,27.17,74.1,820,0,820,250,593,269,25,244,119,134,1144,152,992,119,873,2202,58,2144,285,1879,622,0,622,601,268,0,100,30.49,72.32,9.29,90.71,44.24,49.81,13.29,86.71,10.4,76.31,2.63,97.37,12.94,85.33,0,100,96.62,43.09
"06075022802","Census Tract 228.02, San Francisco County, California","ACSSF","ca","140","00","0009996",,,,,"06","075",,,"022802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075022802","Census Tract 228.02",,,,2015,24,1991,570,1484,1.19,98.81,28.29,73.65,260,0,260,77,183,161,5,156,29,127,471,7,464,18,446,881,3,878,239,650,242,9,233,207,78,0,100,29.62,70.38,3.11,96.89,18.01,78.88,1.49,98.51,3.82,94.69,0.34,99.66,27.13,73.78,3.72,96.28,85.54,32.23
"06075022803","Census Tract 228.03, San Francisco County, California","ACSSF","ca","140","00","0009997",,,,,"06","075",,,"022803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075022803","Census Tract 228.03",,,,4878,488,4390,1181,3463,10,90,24.21,70.99,969,79,890,394,528,400,64,336,0,336,877,20,857,106,751,2090,325,1765,189,1641,542,0,542,492,207,8.15,91.85,40.66,54.49,16,84,0,84,2.28,97.72,12.09,85.63,15.55,84.45,9.04,78.52,0,100,90.77,38.19
"06075022901","Census Tract 229.01, San Francisco County, California","ACSSF","ca","140","00","0009998",,,,,"06","075",,,"022901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075022901","Census Tract 229.01",,,,4573,616,3957,1416,2670,13.47,86.53,30.96,58.39,958,0,958,509,449,303,29,274,66,208,998,222,776,142,634,1933,365,1568,332,1263,381,0,381,367,116,0,100,53.13,46.87,9.57,90.43,21.78,68.65,22.24,77.76,14.23,63.53,18.88,81.12,17.18,65.34,0,100,96.33,30.45
"06075022902","Census Tract 229.02, San Francisco County, California","ACSSF","ca","140","00","0009999",,,,,"06","075",,,"022902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075022902","Census Tract 229.02",,,,2233,118,2115,727,1665,5.28,94.72,32.56,74.56,256,0,256,67,201,163,25,138,62,76,468,38,430,51,399,997,55,942,198,771,349,0,349,349,218,0,100,26.17,78.52,15.34,84.66,38.04,46.63,8.12,91.88,10.9,85.26,5.52,94.48,19.86,77.33,0,100,100,62.46
"06075022903","Census Tract 229.03, San Francisco County, California","ACSSF","ca","140","00","0010000",,,,,"06","075",,,"022903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075022903","Census Tract 229.03",,,,3090,46,3044,826,2447,1.49,98.51,26.73,79.19,457,0,457,233,241,323,0,323,0,323,798,11,787,93,694,1216,35,1181,243,976,296,0,296,257,213,0,100,50.98,52.74,0,100,0,100,1.38,98.62,11.65,86.97,2.88,97.12,19.98,80.26,0,100,86.82,71.96
"06075023001","Census Tract 230.01, San Francisco County, California","ACSSF","ca","140","00","0010001",,,,,"06","075",,,"023001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075023001","Census Tract 230.01",,,,5304,426,4878,1886,3554,8.03,91.97,35.56,67.01,1004,61,943,463,557,491,55,436,18,418,625,56,569,254,315,2305,254,2051,369,1719,879,0,879,782,545,6.08,93.92,46.12,55.48,11.2,88.8,3.67,85.13,8.96,91.04,40.64,50.4,11.02,88.98,16.01,74.58,0,100,88.96,62
"06075023003","Census Tract 230.03, San Francisco County, California","ACSSF","ca","140","00","0010002",,,,,"06","075",,,"023003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075023003","Census Tract 230.03",,,,4179,200,3979,1745,2676,4.79,95.21,41.76,64.03,832,25,807,491,368,224,12,212,77,141,610,0,610,131,515,1807,163,1644,426,1230,706,0,706,620,422,3,97,59.01,44.23,5.36,94.64,34.38,62.95,0,100,21.48,84.43,9.02,90.98,23.57,68.07,0,100,87.82,59.77
"06075023102","Census Tract 231.02, San Francisco County, California","ACSSF","ca","140","00","0010003",,,,,"06","075",,,"023102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075023102","Census Tract 231.02",,,,3707,144,3563,2198,1698,3.88,96.12,59.29,45.81,1293,0,1293,980,408,162,17,145,58,87,623,66,557,227,330,1195,61,1134,499,673,434,0,434,434,200,0,100,75.79,31.55,10.49,89.51,35.8,53.7,10.59,89.41,36.44,52.97,5.1,94.9,41.76,56.32,0,100,100,46.08
